split,model,article_id,offer_price,n_observations,mae,rmse,zt_avg_nll,zt_avg_crps,zt_pit_ks,zt_interval_score_0.9,zt_interval_score_0.95
split_000_test,coarse_trouser_types_empirical_utility,547780003,13.49,5,1.1181736305819268,1.129220504231792,1.1787475157744276,0.57015175,0.4630520076461887,3.0,4.0
split_000_test,coarse_trouser_types_empirical_utility,547780003,13.79,1,1.1964419261456136,1.1964419261456136,1.0678907940955162,0.60289875,0.9473711555940556,3.0,4.0
split_000_test,coarse_trouser_types_empirical_utility,547780003,14.04,1,1.1960136680323714,1.1960136680323714,1.0675326675055463,0.5710660000000001,0.755173099713719,3.0,4.0
split_000_test,coarse_trouser_types_empirical_utility,547780003,14.99,129,1.0975280861493302,1.4181429470452094,1.604884488550547,0.7620116124031008,0.09148806332193726,5.790697674418604,5.550387596899224
split_000_test,coarse_trouser_types_empirical_utility,547780004,2.09,1,1.214067782587342,1.214067782587342,1.0826233552839128,0.5651417499999999,0.905826786127513,3.0,4.0
split_000_test,coarse_trouser_types_empirical_utility,547780004,2.99,2,1.2125026941295958,1.2125026941295958,1.0813157157778348,0.5806395000000001,0.7513507098010759,3.0,4.0
split_000_test,coarse_trouser_types_empirical_utility,547780004,4.49,4,1.0,1.021791357510273,1.3462165278469356,0.5808015,0.2617106490857408,3.0,4.0
split_000_test,coarse_trouser_types_empirical_utility,547780004,6.29,2,0.7067823389881931,0.8657605181027956,1.1087791281020305,0.401058375,0.5291698330512216,3.0,4.0
split_000_test,coarse_trouser_types_empirical_utility,547780004,8.99,16,1.0890925247137444,1.1535781907911549,1.1972807723899668,0.5772503124999999,0.4758115822912627,3.0,4.0
split_000_test,coarse_trouser_types_empirical_utility,547780004,10.99,9,1.1986845948993339,1.1986845948993339,1.0697660727605014,0.5730406944444444,0.6955988477805367,3.0,4.0
split_000_test,coarse_trouser_types_empirical_utility,547780004,11.99,3,3.4696975370682117,3.9489690495486,4.488934972423306,2.973214083333333,0.8296513126296663,43.00000000000001,57.333333333333286
split_000_test,coarse_trouser_types_empirical_utility,547780004,12.74,2,5.0,6.282739719464523,6.805265071950288,4.336298375,0.4999965499898782,73.00000000000001,123.99999999999989
split_000_test,coarse_trouser_types_empirical_utility,547780004,13.49,6,1.0277341542800686,1.0932183591408704,1.0783687872348993,0.5135663749999999,0.5111786155333455,3.0,4.0
split_000_test,coarse_trouser_types_empirical_utility,547780004,14.99,96,1.1536994898564508,1.5489813483753596,1.6510781232941376,0.8040318515625001,0.08202245450713608,6.958333333333333,6.916666666666664
split_000_test,coarse_trouser_types_empirical_utility,547780015,2.99,5,0.8138531018697387,0.9499246661830587,1.1062862099277893,0.46471619999999997,0.39257901934529416,3.0,4.0
split_000_test,coarse_trouser_types_empirical_utility,547780015,5.94,5,1.3252392252958152,1.3455685412315155,1.338188021145402,0.7265613,0.5746194423732205,3.0,4.0
split_000_test,coarse_trouser_types_empirical_utility,547780015,6.29,2,1.2081259828402944,1.2081259828402944,1.0776583973249627,0.573858,0.7751809018577844,3.0,4.0
split_000_test,coarse_trouser_types_empirical_utility,547780015,6.99,42,2.0476190476190474,2.7578950545509637,2.593066998083993,1.5494832142857142,0.2893354137892926,17.761904761904763,22.09523809523808
split_000_test,coarse_trouser_types_empirical_utility,547780015,10.49,3,1.0669594637171491,1.2542327803338431,1.533283187841904,0.7008628333333333,0.3148269373537523,3.0,4.0
split_000_test,coarse_trouser_types_empirical_utility,547780015,11.99,7,1.2278433586116801,1.6682779315402132,1.6689966564471177,0.8588178928571428,0.13772527316143923,8.714285714285715,9.71428571428571
split_000_test,coarse_trouser_types_empirical_utility,547780015,12.74,3,1.1970147637548907,1.1970147637548907,1.0683698113185156,0.5697531666666666,0.6807571123453113,3.0,4.0
split_000_test,coarse_trouser_types_empirical_utility,547780015,13.49,4,1.195729824637715,1.195729824637715,1.0672953018675635,0.5554646875,0.7395975647673484,3.0,4.0
split_000_test,coarse_trouser_types_empirical_utility,547780015,14.24,2,1.194446351065896,1.194446351065896,1.0662219458133044,0.5500287500000001,0.8965169852701327,3.0,4.0
split_000_test,coarse_trouser_types_empirical_utility,547780015,14.99,28,0.9456056480200417,1.0610255669172017,1.238557223903335,0.5438263660714285,0.2832317189107813,3.0,4.0
split_000_test,coarse_trouser_types_empirical_utility,554450004,11.99,1,2.790703918610871,2.790703918610871,3.368742739457176,2.24427775,0.9641527866870351,23.000000000000004,4.0
split_000_test,coarse_trouser_types_empirical_utility,554450004,12.99,3,1.2075644816958904,1.2075644816958904,1.0771891299560454,0.5580734166666668,0.6692906019201875,3.0,4.0
split_000_test,coarse_trouser_types_empirical_utility,554450004,13.99,1,1.2058355148449489,1.2058355148449489,1.0757440831750291,0.5488637500000001,0.6598283638287891,3.0,4.0
split_000_test,coarse_trouser_types_empirical_utility,554450004,14.99,2,1.2041091768324104,1.2041091768324104,1.0743011052914693,0.5575872499999999,0.85874177404904,3.0,4.0
split_000_test,coarse_trouser_types_empirical_utility,554450004,15.99,1,1.2023854636593754,1.2023854636593754,1.072860193159674,0.5943305,0.8465000652121244,3.0,4.0
split_000_test,coarse_trouser_types_empirical_utility,554450004,16.14,1,1.2021271328288892,1.2021271328288892,1.0726442343167844,0.5468284999999999,0.9176177814838027,3.0,4.0
split_000_test,coarse_trouser_types_empirical_utility,554450004,16.66,1,1.201232042311093,1.201232042311093,1.071895936152111,0.5696837499999999,0.919167194617574,3.0,4.0
split_000_test,coarse_trouser_types_empirical_utility,554450004,16.99,5,4.240132874266388,5.6777002353004145,5.6661632981971355,3.60084625,0.3999881307522304,59.000000000000014,99.99999999999991
split_000_test,coarse_trouser_types_empirical_utility,554450004,17.99,6,0.9659639305741372,1.0353060893641826,1.1731994974185886,0.5093508750000001,0.3595472907353785,3.0,4.0
split_000_test,coarse_trouser_types_empirical_utility,554450004,19.99,87,1.1856400525879371,1.6331227392795413,1.7755783939829513,0.8589454195402301,0.13806724882804572,7.137931034482759,9.05747126436781
split_000_test,coarse_trouser_types_empirical_utility,562245001,4.99,1,1.2231694750215487,1.2231694750215487,1.0902258181595716,0.5913552499999999,0.9668531373949155,4.0,4.0
split_000_test,coarse_trouser_types_empirical_utility,562245001,5.49,1,1.222292794837415,1.222292794837415,1.0894936958699348,0.5926332499999999,0.7966165694111123,4.0,4.0
split_000_test,coarse_trouser_types_empirical_utility,562245001,5.99,2,1.2214167813794012,1.2214167813794012,1.0887620983015716,0.581108875,0.7673650246063339,3.0,4.0
split_000_test,coarse_trouser_types_empirical_utility,562245001,9.99,11,0.9417053424828193,1.041708241063063,1.0990754600054224,0.49099263636363627,0.4558051817038427,3.0,4.0
split_000_test,coarse_trouser_types_empirical_utility,562245001,15.99,8,3.3750000000000004,6.763388576460165,5.785644230625625,2.9659513749999995,0.4227045726793547,45.50000000000001,83.99999999999993
split_000_test,coarse_trouser_types_empirical_utility,562245001,16.91,2,1.2024499379649733,1.2024499379649733,1.072914091798463,0.5634730000000001,0.6963325568265843,3.0,4.0
split_000_test,coarse_trouser_types_empirical_utility,562245001,16.99,10,0.9809248585346293,1.0306878733919669,1.2429582628906322,0.545855375,0.34844143627720964,3.0,4.0
split_000_test,coarse_trouser_types_empirical_utility,562245001,17.99,9,1.2005911654854846,1.2005911654854846,1.0713601400091621,0.5691923333333334,0.7076789588867167,3.0,4.0
split_000_test,coarse_trouser_types_empirical_utility,562245001,18.32,2,1.2000238162319339,1.2000238162319339,1.0708858006948851,0.5636375,0.698989126433178,3.0,4.0
split_000_test,coarse_trouser_types_empirical_utility,562245001,19.99,113,1.0549515251385955,1.262886968479795,1.3226852139600305,0.6204774601769911,0.27055592264282113,4.415929203539823,5.415929203539822
split_000_test,coarse_trouser_types_empirical_utility,562245018,5.59,1,1.2202537625938983,1.2202537625938983,1.0877907602822465,0.6180197500000001,0.782597373624329,3.0,4.0
split_000_test,coarse_trouser_types_empirical_utility,562245018,7.19,1,1.217457822052605,1.217457822052605,1.0854553952144788,0.5520775,0.9473677014100588,3.0,4.0
split_000_test,coarse_trouser_types_empirical_utility,562245018,7.46,1,1.2169866779774505,1.2169866779774505,1.085061830354865,0.5832107499999999,0.9805055123797559,3.0,4.0
split_000_test,coarse_trouser_types_empirical_utility,562245018,7.99,10,1.2296374413906488,1.3697884519464913,1.3698104136143872,0.708994825,0.41306680879830754,5.0,4.0
split_000_test,coarse_trouser_types_empirical_utility,562245018,9.99,1,1.2125812754838483,1.2125812754838483,1.0813813733857875,0.5342014999999999,0.8311319377734029,3.0,4.0
split_000_test,coarse_trouser_types_empirical_utility,562245018,15.99,2,5.0,6.2787957022830305,6.787989831425536,4.363056875,0.4999988489998096,73.00000000000001,123.99999999999989
split_000_test,coarse_trouser_types_empirical_utility,562245018,16.99,4,16.399759789367828,19.57357450541038,32.35267083810713,15.7514819375,0.7499999999651273,298.00000000000006,563.9999999999995
split_000_test,coarse_trouser_types_empirical_utility,562245018,17.99,4,1.19876222548254,1.19876222548254,1.0698309821101966,0.5635255,0.692496599978634,3.0,4.0
split_000_test,coarse_trouser_types_empirical_utility,562245018,18.54,2,1.1978183316125288,1.1978183316125288,1.0690417452224596,0.550835,0.6754394809064077,3.0,4.0
split_000_test,coarse_trouser_types_empirical_utility,562245018,19.99,43,1.813410891544336,2.612156951282423,2.34465510895876,1.350103843023256,0.170209911272989,16.023255813953487,21.674418604651148
split_000_test,coarse_trouser_types_empirical_utility,562245054,4.99,1,1.2098460631133499,1.2098460631133499,1.0790958483367075,0.5678787499999999,0.8520047159123108,3.0,4.0
split_000_test,coarse_trouser_types_empirical_utility,562245054,5.99,1,1.2081136271904032,1.2081136271904032,1.0776480713946186,0.5965425000000001,0.7660809215515418,3.0,4.0
split_000_test,coarse_trouser_types_empirical_utility,562245054,6.49,1,1.2072483972720511,1.2072483972720511,1.0769249605139057,0.572667,0.7780868173657971,3.0,4.0
split_000_test,coarse_trouser_types_empirical_utility,562245054,6.99,2,1.2063838253812196,1.2063838253812196,1.0762023675011108,0.5679945,0.8343554619838374,3.0,4.0
split_000_test,coarse_trouser_types_empirical_utility,562245054,7.99,1,1.20465665368032,1.20465665368032,1.0747587335041768,0.5379817499999999,0.762097965531335,3.0,4.0
split_000_test,coarse_trouser_types_empirical_utility,562245054,9.99,11,1.1103010936973434,1.1469146205209395,1.0780918425634705,0.5409662954545454,0.5722764886682012,3.0,4.0
split_000_test,coarse_trouser_types_empirical_utility,562245054,15.99,2,14.309066515037795,16.155475373128947,25.86453115482635,13.6877645,0.9999486485559667,253.00000000000003,463.9999999999996
split_000_test,coarse_trouser_types_empirical_utility,562245054,16.99,9,0.7717943360074494,0.8868916062118379,1.2125418595019757,0.4596160555555555,0.19497643384493624,3.0,4.0
split_000_test,coarse_trouser_types_empirical_utility,562245054,17.99,10,1.0875287149927726,1.1281483528037572,1.0682291615431638,0.5295071499999999,0.6574567963355389,3.0,4.0
split_000_test,coarse_trouser_types_empirical_utility,562245054,19.99,82,0.9107291323322645,1.0466456482287299,1.2139899651944466,0.519684993902439,0.24824731586767185,3.2439024390243905,4.0
split_000_test,coarse_trouser_types_empirical_utility,562245058,4.99,1,1.2163141527846761,1.2163141527846761,1.0845000278454922,0.59483375,0.9275383640112439,3.0,4.0
split_000_test,coarse_trouser_types_empirical_utility,562245058,8.99,1,1.209360949314128,1.209360949314128,1.0786904572025762,0.56579375,0.7497537905374675,3.0,4.0
split_000_test,coarse_trouser_types_empirical_utility,562245058,9.99,3,1.207629250991272,1.207629250991272,1.0772432607520723,0.56938375,0.6673598500545355,3.0,4.0
