split,model,article_id,offer_price,n_observations,mae,rmse,zt_avg_nll,zt_avg_crps,zt_pit_ks,zt_interval_score_0.9,zt_interval_score_0.95
split_000_test,control9_common_provider,397068015,10.39,1,1.2392186471636704,1.2392186471636704,1.103622989803675,0.6195447500000001,0.7648322291700576,4.0,4.0
split_000_test,control9_common_provider,397068015,11.69,1,1.2347031644148845,1.2347031644148845,1.0998547237974454,0.6101049999999999,0.7840682314727987,4.0,4.0
split_000_test,control9_common_provider,397068015,12.06,1,1.2334211804890645,1.2334211804890645,1.0987847295065283,0.61544675,0.7044296740366981,4.0,4.0
split_000_test,control9_common_provider,397068015,12.99,3,1.2302051259625593,1.2302051259625593,1.09610018714319,0.5867865833333333,0.6858610236968457,4.0,4.0
split_000_test,control9_common_provider,397068015,15.99,1,1.2198912470696235,1.2198912470696235,1.0874879804897346,0.5929727499999999,0.6763119726936228,3.0,4.0
split_000_test,control9_common_provider,397068015,16.99,3,2.594508763266397,3.1977598011947554,3.4519410984844883,2.1922048333333333,0.633360878328751,29.66666666666667,30.666666666666643
split_000_test,control9_common_provider,397068015,17.99,5,0.927839800540917,1.0078940074095941,1.1997728523649875,0.5145455999999999,0.370718542078135,3.0,4.0
split_000_test,control9_common_provider,397068015,18.39,1,1.2117062221391777,1.2117062221391777,1.0806502193573417,0.5894902499999999,0.9499135199416056,3.0,4.0
split_000_test,control9_common_provider,397068015,18.56,1,1.2111286648599315,1.2111286648599315,1.0801676214068572,0.60243575,0.7639972578433951,3.0,4.0
split_000_test,control9_common_provider,397068015,19.99,89,1.0461552278030042,1.4452526010307978,1.491908873703176,0.6951781853932585,0.12690266690092,5.696629213483146,7.146067415730334
split_000_test,control9_common_provider,399087001,7.0,1,1.2510761796970633,1.2510761796970633,1.1135144345195025,0.5635150000000001,0.9809035302196096,4.0,4.0
split_000_test,control9_common_provider,399087001,7.99,1,1.24760097995164,1.24760097995164,1.1106160380846766,0.59827125,0.7321101696126013,4.0,4.0
split_000_test,control9_common_provider,399087001,9.99,2,1.2406115463897565,1.2406115463897565,1.1047852266197464,0.60219475,0.6809999375302821,4.0,4.0
split_000_test,control9_common_provider,399087001,14.99,1,1.223318975091582,1.223318975091582,1.090350663604641,0.5654454999999999,0.8149212061000559,4.0,4.0
split_000_test,control9_common_provider,399087001,15.99,8,2.179972811767406,3.1903913325219495,2.777310177513911,1.67439203125,0.2384623482535192,23.000000000000004,33.99999999999997
split_000_test,control9_common_provider,399087001,16.99,10,1.2865894840803236,1.4306854536228795,1.498367520474863,0.790531375,0.3160066243793472,5.0,4.0
