split,model,article_id,offer_price,n_observations,mae,rmse,zt_avg_nll,zt_avg_crps,zt_pit_ks,zt_interval_score_0.9,zt_interval_score_0.95
split_000_test,strict_full_population_common_provider,397068015,10.39,1,1.263687366148139,1.263687366148139,1.1240284508507,0.63829225,0.7695823073696305,4.0,4.0
split_000_test,strict_full_population_common_provider,397068015,11.69,1,1.254849572247637,1.254849572247637,1.116660988047352,0.62125375,0.7876669129350916,4.0,4.0
split_000_test,strict_full_population_common_provider,397068015,12.06,1,1.2523461856378586,1.2523461856378586,1.1145735289326832,0.6266357499999999,0.7090597269575849,4.0,4.0
split_000_test,strict_full_population_common_provider,397068015,12.99,3,1.24607722563651,1.24607722563651,1.1093450400835674,0.5980900833333332,0.6899943153966895,4.0,4.0
split_000_test,strict_full_population_common_provider,397068015,15.99,1,1.2260804998464652,1.2260804998464652,1.0926566074824446,0.597191,0.6779806791931317,4.0,4.0
split_000_test,strict_full_population_common_provider,397068015,16.99,3,2.5935030687785954,3.1954486344842943,3.446874395025923,2.1888843333333337,0.633128622524745,29.66666666666667,30.666666666666643
split_000_test,strict_full_population_common_provider,397068015,17.99,5,0.9277631977403086,1.0078163545399879,1.199718944848365,0.51447405,0.3706806882982657,3.0,4.0
split_000_test,strict_full_population_common_provider,397068015,18.39,1,1.2103282837478009,1.2103282837478009,1.079498811804427,0.58795475,0.9498558167766125,3.0,4.0
split_000_test,strict_full_population_common_provider,397068015,18.56,1,1.2092206794243139,1.2092206794243139,1.0785732371215904,0.60236525,0.7636206786538238,3.0,4.0
split_000_test,strict_full_population_common_provider,397068015,19.99,89,1.0426670490234997,1.444706881928611,1.4913609874500113,0.6945523117977528,0.12481726753179134,5.696629213483146,7.146067415730334
split_000_test,strict_full_population_common_provider,399087001,7.0,1,1.2870449759955527,1.2870449759955527,1.1434856311912855,0.58357025,0.9814673824016962,4.0,4.0
split_000_test,strict_full_population_common_provider,399087001,7.99,1,1.280176870774819,1.280176870774819,1.1377665579124596,0.620476,0.7392856677323201,4.0,4.0
split_000_test,strict_full_population_common_provider,399087001,9.99,2,1.2664199291219087,1.2664199291219087,1.126305785815093,0.622304,0.687791654364738,4.0,4.0
split_000_test,strict_full_population_common_provider,399087001,14.99,1,1.2327079964217815,1.2327079964217815,1.0981894488599648,0.575839,0.8163663276223079,4.0,4.0
split_000_test,strict_full_population_common_provider,399087001,15.99,8,2.181520124961616,3.1886409750481914,2.7734980325519,1.6743163124999998,0.23825621577496137,19.0,33.99999999999997
split_000_test,strict_full_population_common_provider,399087001,16.99,10,1.2877963174656855,1.4311450689931284,1.4988185576831454,0.7903233249999999,0.31672144051825896,5.0,4.0
split_000_test,strict_full_population_common_provider,399087001,17.49,1,1.216210044751997,1.216210044751997,1.0844130581646882,0.5836749999999999,0.7067857977723344,3.0,4.0
split_000_test,strict_full_population_common_provider,399087001,17.57,1,1.2156859948842125,1.2156859948842125,1.0839752708755883,0.62360175,0.8452970450839462,3.0,4.0
split_000_test,strict_full_population_common_provider,399087001,17.99,5,1.2129386629005143,1.2129386629005143,1.0816799803901929,0.5660911,0.7053927367777547,3.0,4.0
split_000_test,strict_full_population_common_provider,399087001,19.99,88,1.0522434214815377,1.2509846673732075,1.3613630537078878,0.6360819034090909,0.24860173893345883,4.136363636363637,4.909090909090908
split_000_test,strict_full_population_common_provider,399201022,25.0,1,1.2929370603378705,1.2929370603378705,1.148390573422429,0.6432374999999999,0.7448235380360106,4.0,4.0
